idx,gold,correct,pred,pred_source,final_stage,tokens_total,elapsed_total,stop_reason,s2_tokens_used,s2_tokens_saved,s2_savings_ratio,s2_stop_reason
22,5,1,5,s3_boxed,3,4617,387.5008,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
23,x=5,1,5,s2_boxed,2,3143,258.9279,stage2_complete,1976,655,0.249,natural_stop
24,10,1,10,s3_boxed,3,4619,385.7589,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
25,"1,-2",0,-,s3_boxed,3,5120,431.0118,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
26,144,1,144,s3_fallback_last,3,1962,407.5358,stage3_after_iris_entropy,1440,2656,0.6484,iris_entropy
27,78,1,78,boxed,1,414,32.6253,stage1_natural_stop,,,,
28,-2 + 7i,0,,s3_boxed,3,5120,440.3956,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
29,225,1,225,s2_boxed,2,4454,386.8423,stage2_complete,3322,620,0.1573,natural_stop
30,52_8,1,52_8,s3_boxed,3,5120,442.9653,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
31,11\sqrt2,1,11\sqrt{2},boxed,1,418,32.1409,stage1_natural_stop,,,,
32,720,1,720,s3_boxed,3,4930,430.372,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
33,\frac{243}{625},0,,s3_boxed,3,5120,438.0229,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
34,-125,1,-125,s3_boxed,3,5120,435.6954,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
35,3,1,3,s2_boxed,2,2092,189.0586,stage2_complete,1196,384,0.243,natural_stop
36,"3, 5, 7",0,ANSWER,s3_boxed,3,5120,465.4794,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
37,72,1,72,boxed,1,385,29.3425,stage1_natural_stop,,,,
38,2000,1,2000,boxed,1,465,34.8005,stage1_natural_stop,,,,
39,23,1,23,s2_boxed,2,4073,355.481,stage2_complete,2837,724,0.2033,natural_stop
40,12,1,12,boxed,1,360,27.865,stage1_natural_stop,,,,
41,17,1,17,s3_boxed,3,5120,436.6808,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
42,4,1,4,boxed,1,335,25.2947,stage1_natural_stop,,,,
43,70 \sqrt{2},0,100,s3_boxed,3,4621,399.0522,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
44,1.25,1,1.25,s3_boxed,3,5682,433.5795,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
45,2,1,2,s2_boxed,2,2691,227.3898,stage2_complete,1704,475,0.218,natural_stop
46,6,1,6,s3_boxed,3,4617,396.0332,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
47,5,0,0,s2_fallback_last,2,4608,389.6409,stage2_complete,3526,570,0.1392,natural_stop
48,\frac{3}{2},1,\frac{3}{2},boxed,1,325,24.5607,stage1_natural_stop,,,,
49,83,1,83,s2_boxed,2,2075,175.6028,stage2_complete,1132,455,0.2867,natural_stop
50,203,1,203,s3_boxed,3,5120,432.5305,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
51,x^5 - x^4 + x^3 - x^2 + x - 1,0,,s3_boxed,3,5120,430.3046,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
52,12,1,12,s3_boxed,3,5120,424.3714,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
53,-\frac{\pi}{6},0,,s3_boxed,3,5120,425.9435,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
54,0.15,1,0.15,s2_boxed,2,1975,161.2376,stage2_complete,1008,455,0.311,natural_stop
55,3,0,,s3_boxed,3,5120,421.6658,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
56,11,1,11,s3_boxed,3,5120,420.6043,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
57,16,1,16,s2_boxed,2,2968,245.4551,stage2_complete,1907,549,0.2235,natural_stop
58,9901,1,9901,s3_fallback_last,3,780,384.0731,stage3_after_iris_entropy,256,3840,0.9375,iris_entropy
59,5,1,5,s2_boxed,2,2358,191.9651,stage2_complete,1296,550,0.2979,natural_stop
60,"(6,31,-1)",1,"(6, 31, -1)",s3_boxed,3,4631,387.3748,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
61,-256,1,-256,s3_boxed,3,4624,384.0109,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
62,4,1,4,s3_boxed,3,4617,385.2759,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
63,10,1,10,s3_boxed,3,4619,387.0758,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
64,\frac{35}{64},1,35/64,s3_boxed,3,4625,387.8639,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
65,1,1,1,boxed,1,394,29.3732,stage1_natural_stop,,,,
66,x^3+3x-6,1,x^3 + 3x - 6,s3_boxed,3,5120,422.2119,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
67,10,0,10\%,s3_boxed,3,5120,422.85,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
68,46,1,46,s3_boxed,3,4619,386.1975,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
69,-1,0,1,s3_boxed,3,5120,421.859,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
70,40_9,1,40_9,s3_boxed,3,5120,424.2687,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
71,2516_8,0,2516,s3_boxed,3,5120,424.5986,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
72,3,1,3,boxed,1,431,31.2458,stage1_natural_stop,,,,
73,\frac{3\sqrt{3}}{4},1,\frac{3\sqrt{3}}{4},s3_boxed,3,5120,427.6152,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
74,\cot x,1,\cot x,s3_boxed,3,5120,430.9548,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
75,\frac{11}{36},1,\frac{11}{36},s2_boxed,2,3416,287.4998,stage2_complete,2100,804,0.2769,natural_stop
76,0,1,0,s3_boxed,3,4617,392.8146,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
77,4,1,4,boxed,1,382,28.4305,stage1_natural_stop,,,,
78,"(-2,1)",1,"(-2, 1)",s3_boxed,3,4625,391.3308,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
79,2,1,2,boxed,1,322,23.6088,stage1_natural_stop,,,,
80,501,1,501,s3_boxed,3,4621,378.3779,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
81,3,1,3,s2_boxed,2,2120,161.787,stage2_complete,1280,328,0.204,natural_stop
82,\frac{3}{2},1,3/2,s3_boxed,3,4621,379.499,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
83,2,1,2,s3_boxed,3,5120,381.8327,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
84,-1,1,-1,s2_boxed,2,3339,278.4927,stage2_complete,1897,930,0.329,natural_stop
85,\sqrt{5},1,\sqrt{5},s2_boxed,2,2341,195.6641,stage2_complete,1453,376,0.2056,natural_stop
86,240,1,240,boxed,1,402,32.4123,stage1_natural_stop,,,,
87,1,1,1,s2_boxed,2,3509,311.9876,stage2_complete,2346,651,0.2172,natural_stop
88,2,1,2,s3_boxed,3,4617,387.2722,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
89,21,0,ANSWER,s3_boxed,3,5120,385.6919,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
90,\frac{3}{2},1,\frac{3}{2},boxed,1,460,33.5399,stage1_natural_stop,,,,
91,1,1,1,boxed,1,462,33.611,stage1_natural_stop,,,,
92,\frac{448}{15625},0,,s3_boxed,3,5120,412.8556,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
93,33,1,33,s2_boxed,2,3050,255.307,stage2_complete,1915,623,0.2455,natural_stop
94,80,0,80^\circ,s3_boxed,3,4623,388.7384,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
95,-4,1,-4,s2_boxed,2,4531,379.5966,stage2_complete,3396,623,0.155,natural_stop
96,1 \pm \sqrt{19},0,"1-\sqrt{19}, 1+\sqrt{19}",s3_boxed,3,5120,430.2422,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
97,\text{east},1,East,s2_boxed,2,2253,188.433,stage2_complete,1250,491,0.282,natural_stop
98,2k+2,1,2k + 2,boxed,1,246,20.6281,stage1_natural_stop,,,,
99,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},1,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},s3_boxed,3,5120,430.6875,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
100,145^\circ,0,14,s3_boxed,3,5120,429.2755,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
101,850,1,850,s3_boxed,3,4621,386.5949,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
102,(a+5)(b+2),1,(a+5)(b+2),boxed,1,379,31.1178,stage1_natural_stop,,,,
103,"(3,4]",0,4,s3_fallback_last,3,852,386.7738,stage3_after_iris_entropy,320,3776,0.9219,iris_entropy
104,40,1,40,s3_boxed,3,4619,387.7656,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
105,29,1,29,s2_boxed,2,2511,210.8428,stage2_complete,1667,332,0.1661,natural_stop
106,\frac43,0,-1,s2_fallback_last,2,4608,388.1714,stage2_complete,4012,84,0.0205,natural_stop
107,9,1,9,s2_boxed,2,3029,255.0894,stage2_complete,1805,712,0.2829,natural_stop
108,2,1,2,s3_boxed,3,4617,390.2458,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
109,120^\circ,1,120^\circ,s3_boxed,3,4625,387.7552,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
110,504,0,14,s3_boxed,3,4619,419.3064,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
111,210,1,210,s3_boxed,3,5756,458.7723,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
112,13,1,13,s3_boxed,3,2187,414.5883,stage3_after_iris_entropy,1664,2432,0.5938,iris_entropy
113,8000,1,8000,s2_boxed,2,3317,297.9904,stage2_complete,2289,516,0.184,natural_stop
114,-5,0,-1,s2_fallback_last,2,4608,414.2921,stage2_complete,3310,786,0.1919,natural_stop
115,1260,1,1260,s2_boxed,2,2370,211.3497,stage2_complete,1389,469,0.2524,natural_stop
116,2,1,2,boxed,1,444,38.8792,stage1_natural_stop,,,,
117,3,1,3,boxed,1,305,26.9304,stage1_natural_stop,,,,
118,81,1,81,s3_boxed,3,4619,416.7308,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
119,-9,0,4,s3_fallback_last,3,6144,459.6731,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
120,\text{even},1,even,s3_boxed,3,4617,417.22,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
121,6,1,6,boxed,1,404,35.6691,stage1_natural_stop,,,,
122,9,1,9,boxed,1,436,38.7954,stage1_natural_stop,,,,
123,8,1,8,s3_boxed,3,2249,419.3715,stage3_after_iris_entropy,1728,2368,0.5781,iris_entropy
124,\frac{11}{2},1,\frac{11}{2},s3_boxed,3,5120,462.8808,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
125,-3,1,-3,boxed,1,447,39.6952,stage1_natural_stop,,,,
126,1+274i,1,1+274i,s3_boxed,3,4627,417.1181,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
127,4210_{5},1,4210_5,s3_boxed,3,5022,452.0455,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
128,36,1,36,s3_boxed,3,4619,417.6785,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
129,\frac{3840}{289},1,\frac{3840}{289},s3_boxed,3,5120,460.7611,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
130,13,1,13,s3_fallback_last,3,840,415.3795,stage3_after_iris_entropy,320,3776,0.9219,iris_entropy
131,8,1,8,s2_boxed,2,4334,387.965,stage2_complete,3074,748,0.1957,natural_stop
132,4,0,,s3_boxed,3,5099,455.3903,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
133,120,1,120,s3_boxed,3,5120,459.7605,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
134,16,1,16,s3_boxed,3,4619,417.1325,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
135,9,1,9,s2_boxed,2,2884,257.1994,stage2_complete,1668,704,0.2968,natural_stop
136,64,1,64,s3_boxed,3,4619,415.1483,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
137,204_5,1,204_5,s3_boxed,3,5748,460.7429,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
138,\frac{1}{3},0,ANSWER,s3_boxed,3,5120,460.8982,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
139,1,1,1,s3_boxed,3,4617,416.2965,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
140,13,0,ANSWER,s3_boxed,3,5120,461.3972,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
141,2,1,2,s3_boxed,3,5120,460.8686,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
142,28800,0,,s3_boxed,3,5120,458.48,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
143,3 \sqrt{5},0,1,s2_fallback_last,2,4608,416.1325,stage2_complete,3626,470,0.1147,natural_stop
144,"(15,-29)",1,"(15, -29)",boxed,1,355,31.7807,stage1_natural_stop,,,,
145,-2,1,-2,s3_boxed,3,5120,459.9112,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
146,\frac{\sqrt{3}}{3},1,\frac{\sqrt{3}}{3},boxed,1,446,39.5726,stage1_natural_stop,,,,
147,16,1,16,s3_boxed,3,4619,412.7039,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
148,11,1,11,boxed,1,370,33.1671,stage1_natural_stop,,,,
149,49,0,,s3_boxed,3,5120,460.8081,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
150,1,1,1,s3_boxed,3,4617,419.8032,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
151,144,1,144,s3_boxed,3,4621,417.4995,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
152,8,0,2,s3_fallback_last,3,6144,457.9434,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
153,\frac{2}{21},1,2/21,s3_boxed,3,2127,416.7965,stage3_after_iris_entropy,1600,2496,0.6094,iris_entropy
154,2\sqrt{113},0,2\sqrt{61},s3_boxed,3,4628,419.1635,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
155,\frac{1}{4},1,1/4,s3_boxed,3,4621,416.6154,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
156,30^\circ,0,30,s3_boxed,3,4619,414.0316,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
157,\frac65,0,\frac{6}{5},s3_boxed,3,5120,458.5043,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
158,2107,1,2107,s2_boxed,2,3513,314.1146,stage2_complete,2269,732,0.2439,natural_stop
159,3.21,1,3.21,s3_boxed,3,5120,461.5145,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
160,18,1,18,s2_boxed,2,2696,242.2113,stage2_complete,1666,518,0.2372,natural_stop
161,6,1,6,boxed,1,336,30.195,stage1_natural_stop,,,,
162,\dfrac{17}{50},0,6,s2_fallback_last,2,4608,415.0355,stage2_complete,3669,427,0.1042,natural_stop
163,-\frac{35}{9},1,-\frac{35}{9},s3_boxed,3,5120,457.2346,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
164,-\sqrt{3},0,$-\sqrt{3}$,s3_final_marker,3,5120,459.6216,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
165,\frac{4}{9},0,,s3_boxed,3,5120,457.2546,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
166,\frac{270}7\text{ degrees},0,180/7,s3_boxed,3,4625,413.4141,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
167,65,1,65,boxed,1,231,20.8109,stage1_natural_stop,,,,
168,19,1,19,s3_boxed,3,4619,415.6511,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
169,12,1,12,s2_boxed,2,3245,290.9476,stage2_complete,2122,611,0.2236,natural_stop
170,1736,1,1736,s3_boxed,3,5120,458.9664,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
171,\frac{13}{15},1,\frac{13}{15},boxed,1,466,41.4702,stage1_natural_stop,,,,
172,350,1,350,s2_boxed,2,3719,335.5634,stage2_complete,2598,609,0.1899,natural_stop
173,4,1,4,s3_fallback_last,3,1030,414.2213,stage3_after_iris_entropy,512,3584,0.875,iris_entropy
174,2,1,2,s3_boxed,3,5120,463.4496,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
175,3,1,3,s3_boxed,3,4617,419.1667,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
176,.0000672,1,0.0000672,s3_boxed,3,5797,459.426,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
177,30^\circ,0,30,s3_boxed,3,4619,415.1099,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
178,60,0,,s3_boxed,3,5120,459.8464,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
179,5x - 7y + 11z + 4 = 0,1,5x - 7y + 11z + 4 = 0,s3_boxed,3,4649,418.3184,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
180,3,1,3,s2_boxed,2,2877,256.7308,stage2_complete,1818,547,0.2313,natural_stop
181,\frac{\sqrt{3}}{3},0,ANSWER,s3_boxed,3,6144,460.5355,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
182,1251,1,1251,boxed,1,415,36.4139,stage1_natural_stop,,,,
183,23,0,,s3_boxed,3,5120,459.3205,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
184,"(2,\infty)",1,"(2, \infty)",s3_boxed,3,5023,451.9045,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
185,1,1,1,boxed,1,336,29.8512,stage1_natural_stop,,,,
186,7,1,7,s3_boxed,3,5007,449.2777,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
187,7,1,7,s2_boxed,2,2237,199.1274,stage2_complete,1281,453,0.2612,natural_stop
188,6,1,6,s3_boxed,3,5120,459.104,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
189,160,1,160,s3_boxed,3,4621,417.1282,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
190,\frac{13}{18},0,\frac{13}{1,s3_boxed,3,3552,460.0683,stage3_after_iris_entropy,2528,1568,0.3828,iris_entropy
191,0,1,0,boxed,1,407,36.4911,stage1_natural_stop,,,,
192,30,1,30,s2_boxed,2,4063,363.8293,stage2_complete,2877,674,0.1898,natural_stop
193,4,1,4,s3_boxed,3,4617,416.2229,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
194,\frac{1}{4},1,1/4,s3_boxed,3,4621,416.6217,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
195,24,1,24,s3_boxed,3,3947,418.4922,stage3_after_iris_entropy,3424,672,0.1641,iris_entropy
196,1600,1,1600,s3_boxed,3,5639,462.3011,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
197,6,1,6,s3_boxed,3,4617,418.8104,stage3_after_budget_exhausted,4096,0,0.0,budget_exhausted
198,"10,\!080",1,10080,s2_boxed,2,3677,332.7012,stage2_complete,2679,486,0.1536,natural_stop
199,17,1,17,boxed,1,439,39.1321,stage1_natural_stop,,,,
