gold,greedy_correct,greedy_latency_s,greedy_pred,greedy_tokens,idx,sc_correct,sc_latency_s,sc_pred,sc_tokens
5,0,15.296568957157433,1,256,63,0,32.01521054538898,1,512
8,0,15.276527737034485,2,256,64,0,32.00699362391606,2,512
4,0,15.332648779964074,2,256,65,1,32.10077055101283,4,512
168,0,15.327798805898055,3,256,66,0,32.08163147815503,1/3,512
26,0,15.310835012001917,2,256,67,0,32.039775473065674,1,512
440,0,15.298290834994987,2,256,68,0,32.11005032202229,2,512
3000,0,15.317306556040421,2,256,69,0,32.02661649719812,2,512
150,0,15.324865472037345,2,256,70,0,32.12229443201795,3,512
220,0,15.301623926963657,2,256,71,0,32.00565379904583,1,512
9,0,15.293467617826536,4,256,72,0,32.0152337430045,2,512
350,0,15.30202145408839,2,256,73,0,32.047301231184974,1,512
15,0,15.292321096174419,2,256,74,0,32.00221542897634,20,512
300,0,15.307884173002094,2,256,75,0,32.07309382408857,2,512
270,0,15.275570281082764,2,256,76,0,31.968344963388517,2,512
11,0,15.28200604300946,2,256,77,0,32.066190487938,2,512
5,0,15.306614281143993,2,256,78,0,31.971424766117707,2,512
135,0,15.340991081902757,20,256,79,0,32.05931178317405,20,512
4,0,15.334514495218173,2,256,80,0,32.17883915733546,3,512
48,0,15.30494814296253,2,256,81,0,32.03162010805681,2,512
700,0,15.297920058015734,2,256,82,0,32.01738384831697,2,512
50,0,15.308953915024176,2,256,83,0,32.05958952661604,2,512
2,1,15.3163620098494,2,256,84,1,32.03036432620138,2,512
4,0,15.335846261121333,2,256,85,0,32.173913032282144,5,512
34,0,15.336181208956987,14,256,86,0,32.08301311638206,9,512
5760,0,15.3190279728733,2,256,87,0,32.06507689063437,2,512
120,0,15.287850614869967,2,256,88,0,32.057859590044245,2,512
120,0,15.290116511983797,4,256,89,0,31.983267304254696,20,512
5,0,15.292291313176975,2,256,90,0,32.02619961765595,2,512
280,0,15.281271087937057,2,256,91,0,32.047994239022955,2,512
6,0,15.294429191853851,2,256,92,0,31.98881067871116,2,512
24,0,15.30722488090396,3,256,93,0,31.966122385580093,2,512
55,0,15.29122868180275,65,256,94,0,32.00817630975507,2,512
2,1,15.296267156954855,2,256,95,1,32.019461777061224,2,512
60,0,15.293786136200652,2,256,96,0,32.03043007431552,2,512
112,0,15.337525259004906,2,256,97,0,32.01740295626223,1,512
14,0,15.33341632108204,2,256,98,0,31.91758685093373,1,512
490,0,15.259070799918845,45,256,99,0,31.97429653420113,1,512
13,1,15.239007846917957,13.00,256,100,0,31.943121620919555,1,512
4,0,15.250271087978035,2,256,101,0,31.99491323600523,9,512
160,0,15.282825405942276,1,256,102,0,32.031140671577305,20,512
18,0,15.32046750606969,2,256,103,0,32.004228186793625,2,512
38,0,15.274878030875698,2,256,104,0,31.963819650467485,2,512
251,0,15.282662153011188,20,256,105,0,31.95901154121384,2,512
4,0,15.271485514938831,2,256,106,0,31.986461923457682,1,512
20,0,15.270433241967112,1,256,107,0,31.95352892903611,32,512
33,0,15.305118205025792,2,256,108,0,32.05730541492812,1,512
120,0,15.284477321896702,3,256,109,0,32.21629562438466,1,512
12,0,15.776716409949586,1,256,110,0,32.63975274795666,2,512
78,0,15.463242502883077,2,256,111,0,32.03897307580337,23,512
14,0,15.306258644908667,2,256,112,0,32.08088538818993,2,512
4000,0,15.314559928141534,2,256,113,0,32.3131694488693,2,512
4,0,15.3747247250285,2,256,114,0,32.10629302915186,2,512
50,0,15.368768677813932,400,256,115,0,32.08078941423446,2,512
40,0,15.36087181698531,2,256,116,0,31.98223658464849,4,512
8,0,15.426712976070121,2,256,117,0,32.18657823535614,2,512
720,0,15.371950111119077,2,256,118,0,32.22903427458368,5,512
34,0,15.338186653098091,2,256,119,0,32.106609653215855,2,512
1490,0,15.345124230952933,2,256,120,0,32.132635198999196,3/5,512
2,1,15.422839879058301,2,256,121,0,32.374214719515294,1,512
2640,0,15.420928315958008,2,256,122,0,32.307010773103684,20,512
34,0,15.406639047898352,2,256,123,0,32.374680375214666,2,512
11,0,15.385394165059552,2,256,124,0,32.875194048509,1,512
8,0,15.462817779975012,50,256,125,0,32.348398121772334,1,512
30,0,15.385000974871218,20,256,126,0,32.38854193431325,2,512
104,0,15.39872009307146,99,256,127,0,32.25969767780043,2,512
288,0,15.363239039899781,2,256,128,0,32.2549005059991,2,512
120,0,15.458741607842967,20,256,129,0,32.2779529329855,1,512
140,0,15.371883196057752,14,256,130,0,32.34288184763864,2,512
10,0,15.411652975948527,2,256,131,0,32.25278471480124,1,512
298,0,15.38847973011434,7,256,132,0,32.35660614678636,1,512
110,0,15.379092464921996,2,256,133,0,32.47424393100664,2640,512
11,0,15.38824859703891,2,256,134,0,32.19771787105128,2,512
10,0,15.391758475918323,2,256,135,0,32.30325779621489,4,512
1,0,15.394671057118103,2,256,136,1,32.112077814061195,1,512
10,0,15.406677849125117,2,256,137,0,32.21824887976982,60,512
375,0,15.426883022999391,25,256,138,0,32.25342021137476,5,512
2400,0,15.41065362887457,2,256,139,0,32.278985496843234,2,512
42,1,15.451478661037982,42,256,140,0,32.21871512616053,10.00,512
24,0,15.45246868696995,20,256,141,0,32.156059911008924,20,512
25,0,15.354469800833613,2,256,142,0,32.19919122592546,8,512
"65,960",0,15.33994864905253,194,256,143,0,32.14915048587136,2,512
276,0,15.31138947000727,2,256,144,0,32.187647928949445,73,512
374,0,15.391743107000366,22,256,145,0,32.2607743057888,1,512
24,0,15.372129102936015,2,256,146,0,32.12320788856596,2,512
131250,0,15.405506392009556,1,256,147,0,32.333676303969696,500,512
60,0,15.348357777111232,2,256,148,0,32.18064723722637,2,512
9,0,15.386033787857741,3.00,256,149,0,32.991749370936304,1.50,512
310,0,15.372715828940272,2,256,150,0,32.224886467447504,10,512
4,0,15.386871214024723,2,256,151,0,32.10929162148386,1,512
2,1,15.325286959996447,2,256,152,1,32.10397895122878,2,512
296,0,15.331340219127014,4,256,153,0,32.232996594160795,80,512
2,1,15.323151296004653,2,256,154,0,32.10768132843077,1,512
4,0,15.44124709093012,2,256,155,0,32.2806332630571,2,512
80,0,15.389005224918947,2,256,156,0,32.11946349032223,5,512
20,0,15.328435127157718,10,256,157,0,32.15088818734512,10,512
5,0,15.315943696070462,8,256,158,0,32.14857246610336,3,512
2,1,15.422700938070193,2,256,159,0,32.31598965753801,00,512
1375,0,15.414143853122368,2,256,160,0,32.093378259567544,2,512
16,0,15.381159905111417,2,256,161,0,32.10339035093784,2,512
62,0,15.325164808891714,2,256,162,0,32.957857611589134,"9,300",512
32,0,15.408350914018229,2,256,163,0,32.105291629675776,2,512
1,0,15.328565740026534,2,256,164,0,32.0756671577692,2,512
157,0,15.370629607932642,2,256,165,0,32.13248898391612,1,512
31,0,15.34031108301133,8,256,166,0,32.17801189236343,1,512
1430,0,15.327360245166346,2,256,167,0,32.12229527067393,2,512
60,0,15.313756461953744,2,256,168,0,32.065184340579435,2,512
12,0,15.317245101789013,2,256,169,0,32.10252700885758,6,512
3,0,15.372463728999719,20,256,170,0,32.12988972477615,1,512
16,0,15.330210546031594,43,256,171,0,32.06778523302637,1,512
64,0,15.375212143873796,16,256,172,0,32.17217743489891,1,512
294,0,15.346345006022602,252,256,173,0,32.10939069837332,2,512
17,0,15.370012013008818,2,256,174,0,32.234765285858884,5,512
6,0,15.338053005049005,2,256,175,0,32.08778149075806,1,512
35,0,15.33113568997942,2,256,176,0,32.14992856909521,2,512
7,0,15.37216470320709,2,256,177,0,32.233045742381364,2,512
6000,0,15.353920596884564,2,256,178,0,32.25192010006867,2,512
80,0,15.344732819125056,2,256,179,0,32.17105831904337,4,512
4,0,15.442914437968284,12,256,180,0,32.144573766039684,2,512
28,0,15.369467380922288,2,256,181,0,32.159395781112835,2,512
29,0,15.400385888991877,3,256,182,0,32.373667038744316,1,512
9,0,15.328461901983246,2,256,183,0,32.216906250687316,1,512
110,0,15.315242496086285,120,256,184,0,32.26529909390956,120,512
1800,0,15.390099741984159,2,256,185,0,32.52395329391584,1,512
20,0,15.998085967963561,45,256,186,0,32.65686210524291,2,512
95200,0,15.84168299101293,4,256,187,0,33.07074229326099,4,512
45,0,15.332347145071253,2,256,188,0,32.105888350866735,3,512
15,0,15.324511870974675,2,256,189,0,32.101928299991414,2,512
694,0,15.346365164965391,2,256,190,0,32.035053440136835,2,512
48,0,15.335577639983967,2,256,191,0,32.211196828400716,1,512
22,0,15.320159459952265,2,256,192,0,32.072229417040944,2,512
5,0,15.343688430963084,20,256,193,1,32.23369112727232,5,512
6,0,15.330628257943317,-1,256,194,0,32.123414950678125,2,512
13,0,15.383269960060716,2,256,195,0,32.11016984004527,2,512
32,0,15.316542407963425,2,256,196,0,32.0959448099602,4,512
90,0,15.311779580079019,300,256,197,0,32.072064861655235,2,512
360,0,15.306072395993397,1,256,198,0,32.06706791324541,1,512
3,0,15.32043356099166,2,256,199,0,32.33415761496872,1,512
