gold,greedy_correct,greedy_latency_s,greedy_pred,greedy_tokens,idx,sc_correct,sc_latency_s,sc_pred,sc_tokens
220,0,15.550636281026527,2,256,71,0,32.58192031621002,1,512
9,0,15.542898912914097,4,256,72,0,32.57077246950939,1,512
350,0,15.542950627859682,2,256,73,0,32.49864747794345,1,512
15,0,15.502488483907655,2,256,74,0,32.43759954883717,1,512
300,0,15.458201893838122,2,256,75,0,32.567615130217746,2,512
270,0,15.474092005984858,2,256,76,0,32.579972960054874,2,512
11,0,15.620319799054414,2,256,77,0,32.71613724855706,2,512
5,0,15.563207632862031,2,256,78,0,32.75337090319954,2,512
135,0,15.505641176132485,20,256,79,0,32.46887867874466,1,512
4,0,15.485495537053794,2,256,80,1,32.58577926363796,4,512
48,0,15.500276658916846,2,256,81,0,32.443729635095224,2,512
700,0,15.486986107891425,2,256,82,0,32.493090295931324,2,512
50,0,15.520598467905074,2,256,83,0,32.52322064805776,2,512
2,1,15.498533122008666,2,256,84,1,32.48327936348505,2,512
4,0,15.529659517109394,2,256,85,0,32.55888162087649,1,512
34,0,15.51169712212868,14,256,86,0,32.51856269570999,2,512
5760,0,15.50258340802975,2,256,87,0,32.515528654446825,10,512
120,0,15.489895508857444,2,256,88,0,32.52726926235482,2,512
120,0,15.492859079968184,4,256,89,0,32.45528414519504,2,512
5,0,15.49011925701052,2,256,90,0,32.4920752402395,1/3,512
280,0,15.538585825124756,2,256,91,0,32.53700985200703,2,512
6,0,15.474224254023284,2,256,92,0,32.424866035114974,2,512
24,0,15.453530997037888,3,256,93,0,32.38971066870727,1,512
55,0,15.458040482830256,65,256,94,0,32.35371585399844,0,512
2,1,15.471826019929722,2,256,95,1,32.483566970564425,2,512
60,0,15.473038780037314,2,256,96,0,32.488737414823845,1,512
112,0,15.495494678849354,2,256,97,0,32.49324521259405,2,512
14,0,15.467311079846695,2,256,98,0,32.42937235860154,1,512
490,0,15.483272329904139,45,256,99,0,32.47269877418876,2,512
13,1,15.502941597020254,13.00,256,100,0,32.46677158912644,21.00,512
4,0,15.511299399193376,2,256,101,0,32.54246210400015,14,512
160,0,15.527093737851828,1,256,102,0,32.49826853489503,2,512
18,0,15.47959924209863,2,256,103,0,32.50572535977699,2,512
38,0,15.506942053092644,2,256,104,0,32.49816889828071,60,512
251,0,15.51113124191761,20,256,105,0,32.49514713510871,2,512
4,0,15.472366217989475,2,256,106,0,32.47992539755069,2,512
20,0,15.47531647211872,1,256,107,0,32.43918418022804,4,512
33,0,15.524071868043393,2,256,108,0,32.55389696499333,1,512
120,0,15.507864635204896,3,256,109,0,32.52804955979809,60,512
12,0,15.495596553897485,1,256,110,0,32.411222208989784,1,512
78,0,15.513373207999393,2,256,111,0,32.49961726181209,23,512
14,0,15.504948012996465,2,256,112,0,32.54745091078803,2,512
4000,0,15.532575776102021,2,256,113,0,32.54472914733924,2,512
4,0,15.506822536000982,2,256,114,0,32.50482190120965,2,512
50,0,15.51749903592281,400,256,115,0,32.46974701015279,"40,000",512
40,0,15.452996623935178,2,256,116,0,32.428051384864375,4,512
8,0,15.47958057303913,2,256,117,0,32.69296560692601,2,512
720,0,15.50749208801426,2,256,118,0,32.54650566983037,20,512
34,0,15.521122637903318,2,256,119,0,32.54249461879954,2,512
1490,0,15.503341741859913,2,256,120,0,32.570275106234476,3/5,512
2,1,15.544583113165572,2,256,121,0,32.68327666190453,7,512
2640,0,15.492191277211532,2,256,122,0,32.51185694360174,1,512
34,0,15.53314003907144,2,256,123,0,32.50836645509116,2,512
11,0,15.529074511025101,2,256,124,0,32.50629582302645,20,512
8,0,15.50921848602593,50,256,125,0,32.53122704918496,1,512
30,0,15.547969507053494,20,256,126,0,32.55020728893578,2,512
104,0,15.530899404082447,99,256,127,0,32.56751732272096,2,512
288,0,15.531854637898505,2,256,128,0,32.52903684112243,30,512
120,0,15.56413830188103,20,256,129,0,32.55811600270681,10,512
140,0,15.489586896030232,14,256,130,0,32.50690458295867,2,512
10,0,15.493251472944394,2,256,131,0,32.69091498479247,1,512
298,0,15.72059409902431,7,256,132,0,32.700340050738305,1,512
110,0,15.520508031127974,2,256,133,0,32.51912411721423,2,512
11,0,15.533469484886155,2,256,134,0,32.51363853318617,25,512
10,0,15.526026973035187,2,256,135,0,32.56263496307656,2,512
1,0,15.481670286972076,2,256,136,0,32.50383733212948,6,512
10,0,15.535865942016244,2,256,137,0,32.588281425181776,60,512
375,0,15.49460422503762,25,256,138,0,32.56997772702016,2,512
2400,0,15.536065574036911,2,256,139,0,32.64044484356418,2,512
42,1,15.552437181118876,42,256,140,0,32.53956793155521,2,512
24,0,15.488480526022613,20,256,141,0,32.566978566814214,20,512
25,0,15.556081129936501,2,256,142,0,32.55729256104678,8,512
"65,960",0,15.520902812946588,194,256,143,0,32.513207603944466,1,512
276,0,15.517298832070082,2,256,144,0,32.64134621596895,73,512
374,0,15.552176017081365,22,256,145,0,32.6736722716596,1,512
24,0,15.500025985063985,2,256,146,0,32.53381917113438,2,512
131250,0,15.550204664003104,1,256,147,0,32.7531793077942,500,512
60,0,15.517180375056341,2,256,148,0,32.527728175744414,2,512
9,0,15.52595851989463,3.00,256,149,0,32.6533198938705,2,512
310,0,15.625717486953363,2,256,150,0,32.514594838023186,10,512
4,0,15.512519475072622,2,256,151,0,32.57004812336527,1,512
2,1,15.522157309111208,2,256,152,1,32.86807332467288,2,512
296,0,15.528261693893,4,256,153,0,32.41434914106503,1,512
2,1,15.522273293929175,2,256,154,1,32.47560616512783,2,512
4,0,15.728111597942188,2,256,155,0,32.66654368932359,2,512
80,0,15.524581436999142,2,256,156,0,32.58055645483546,5,512
20,0,15.509989263955504,10,256,157,0,32.595867411000654,60,512
5,0,15.553470909129828,8,256,158,1,32.49221250996925,5,512
2,1,15.57148776599206,2,256,159,0,32.75646528811194,20,512
1375,0,15.541106362827122,2,256,160,0,32.59648120147176,2,512
16,0,15.52423760201782,2,256,161,0,32.575863735051826,2,512
62,0,15.783730258932337,2,256,162,0,32.74163470417261,"9,300",512
32,0,15.564097924157977,2,256,163,0,33.56647853925824,2,512
1,0,15.52975574391894,2,256,164,1,32.52609823085368,1,512
157,0,15.553542052162811,2,256,165,0,32.573355939704925,11,512
31,0,15.722244392847642,8,256,166,0,33.07932128896937,1,512
1430,0,15.582591089885682,2,256,167,0,32.53452972159721,2,512
60,0,15.509098923997954,2,256,168,0,32.547145079122856,2,512
12,0,15.515998092014343,2,256,169,0,32.791157849598676,2,512
3,0,15.535763414110988,20,256,170,0,32.57286643469706,1,512
16,0,15.503010456217453,43,256,171,0,32.60255191405304,1,512
64,0,15.566325926920399,16,256,172,0,32.67623136821203,1,512
294,0,15.523058881051838,252,256,173,0,32.95495841791853,2,512
17,0,15.635133177042007,2,256,174,0,32.69486437365413,5,512
6,0,15.485641820821911,2,256,175,0,32.624428597977385,1,512
35,0,15.559457132127136,2,256,176,0,32.611874017864466,2,512
7,0,15.496875293087214,2,256,177,0,33.03864634758793,2,512
6000,0,15.54949365882203,2,256,178,0,32.77459707809612,2,512
80,0,15.519037312828004,2,256,179,0,32.66818755539134,4,512
4,0,15.589049346046522,12,256,180,0,32.58463309309445,2,512
28,0,15.561989065026864,2,256,181,0,32.86196143249981,2,512
29,0,15.573376748012379,3,256,182,0,32.85103574371897,2,512
9,0,15.573674442945048,2,256,183,0,32.74603033158928,1,512
110,0,15.50935951108113,120,256,184,0,32.48824871587567,2,512
1800,0,15.554642815841362,2,256,185,0,32.5691614667885,2,512
20,0,15.492433954961598,45,256,186,0,32.481945192441344,2,512
95200,0,15.462473972933367,4,256,187,0,32.48352868203074,4,512
45,0,15.4406191050075,2,256,188,0,32.442874478176236,3,512
15,0,15.48588326596655,2,256,189,0,32.491861822782084,5,512
694,0,15.535471457988024,2,256,190,0,32.87832015287131,2,512
48,0,15.688971913885325,2,256,191,0,32.79935812205076,1,512
22,0,15.480220253113657,2,256,192,0,32.486399258021265,2,512
5,0,15.557336031924933,20,256,193,1,32.67909104702994,5,512
6,0,15.51977726421319,-1,256,194,0,32.53736775019206,5,512
13,0,15.511460246052593,2,256,195,0,32.54810911603272,2,512
32,0,15.493519325042143,2,256,196,0,32.48440767475404,2,512
90,0,15.496517350897193,300,256,197,0,32.508122022496536,10,512
360,0,15.50842781807296,1,256,198,0,32.921825372148305,1,512
3,0,16.146766974125057,2,256,199,0,33.94914290797897,1,512
