best_correct,best_latency_s,best_pred,best_stopped_early,best_tokens,fixed_128_correct,fixed_128_latency_s,fixed_128_pred,fixed_128_tokens,fixed_256_correct,fixed_256_latency_s,fixed_256_pred,fixed_256_tokens,fixed_64_correct,fixed_64_latency_s,fixed_64_pred,fixed_64_tokens,gold,idx
0,0.19991738800308667,4,1,8,0,0.1727736780012492,4,7,0,0.17256841601920314,4,7,0,0.17309911298798397,4,7,26,67
1,0.2585365849954542,440,1,10,1,0.2315312919963617,440,9,1,0.23038991499925032,440,9,1,0.2303906970191747,440,9,440,68
1,0.27284289299859665,3000,1,11,1,0.2476515339803882,3000,10,1,0.24768647601013072,3000,10,1,0.24838337700930424,3000,10,3000,69
1,0.2638695419882424,150,1,10,1,0.23401957302121446,150,9,1,0.23600177600746974,150,9,1,0.23495425400324166,150,9,150,70
0,0.1993897159700282,0,1,8,0,0.17292964400257915,0,7,0,0.17209148898837157,0,7,0,0.173801871977048,0,7,220,71
0,0.23025454898015596,11,1,9,0,0.20221056501031853,11,8,0,0.20264252202468924,11,8,0,0.20262629599892534,11,8,9,72
1,0.2504128520085942,350,1,10,1,0.22331680500064977,350,9,1,0.2241492110188119,350,9,1,0.22360913100419566,350,9,350,73
1,4.599216303991852,15,0,182,0,3.2405055339913815,4,128,1,4.600089616986224,15,182,0,1.6440788000181783,20,64,15,74
1,0.24884691002080217,300,1,10,1,0.22028217700426467,300,9,1,0.22352661300101317,300,9,1,0.22132593402056955,300,9,300,75
1,0.2553944240207784,270,1,10,1,0.22770408799988218,270,9,1,0.22765189898200333,270,9,1,0.22671758799697272,270,9,270,76
1,2.4512797519855667,11,1,99,1,2.4155699469847605,11,98,1,2.4072425400081556,11,98,0,1.59611163198133,44,64,11,77
0,0.229242248024093,10,1,9,0,0.202045215992257,10,8,0,0.2026490639836993,10,8,0,0.20287940499838442,10,8,5,78
0,0.2495431980350986,120,1,10,0,0.2214810189907439,120,9,0,0.2215161329950206,120,9,0,0.22063791699474677,120,9,135,79
1,6.2400421100028325,4,0,246,0,3.224637282983167,3,128,1,6.1996043290128,4,246,0,1.618223436002154,3,64,4,80
0,0.2224736099888105,64,1,9,0,0.1965572799963411,64,8,0,0.19590530800633132,64,8,0,0.19644405800499953,64,8,48,81
0,0.2569399529893417,600,1,10,0,0.22836324200034142,600,9,0,0.22822157500195317,600,9,0,0.22714115300914273,600,9,700,82
0,0.4986571280169301,56.6666666667,1,20,0,0.4702677929890342,56.6666666667,19,0,0.4705285179952625,56.6666666667,19,0,0.46822439500829205,56.6666666667,19,50,83
0,0.2056394900137093,4,1,8,0,0.17756563401781023,4,7,0,0.17749719999847002,4,7,0,0.17758415199932642,4,7,2,84
0,0.22956960200099275,15,1,9,0,0.20020996598759666,15,8,0,0.2006491729989648,15,8,0,0.20046871900558472,15,8,4,85
1,2.737777415983146,34,1,108,1,2.7417205150122754,34,107,1,2.732790597015992,34,107,0,1.6354524710041005,6,64,34,86
0,0.3020994910330046,14400,1,12,0,0.2739676279888954,14400,11,0,0.2729371799796354,14400,11,0,0.2725889110006392,14400,11,5760,87
1,0.25494918299955316,120,1,10,1,0.22817343100905418,120,9,1,0.2270341170078609,120,9,1,0.2272935720102396,120,9,120,88
0,0.222760123986518,80,1,9,0,0.19643111602636054,80,8,0,0.19591813700390048,80,8,0,0.19591580200358294,80,8,120,89
0,0.20558876302675344,6,1,8,0,0.1791165140166413,6,7,0,0.17822259501554072,6,7,0,0.1785439430095721,6,7,5,90
1,0.2506401299906429,280,1,10,1,0.2243015649728477,280,9,1,0.2245081689907238,280,9,1,0.2235986559826415,280,9,280,91
0,0.28019891199073754,5.57,1,11,0,0.25316109199775383,5.57,10,0,0.2534731070045382,5.57,10,0,0.2530617720040027,5.57,10,6,92
0,0.22399167701951228,25,1,9,0,0.1964039739978034,25,8,0,0.19723200300359167,25,8,0,0.1967236700002104,25,8,24,93
0,0.2312434490013402,15,1,9,0,0.20286064298124984,15,8,0,0.20321955901454203,15,8,0,0.20325183900422417,15,8,55,94
1,0.20013301901053637,2,1,8,1,0.17671465600142255,2,7,1,0.17307721197721548,2,7,1,0.17469188800896518,2,7,2,95
0,0.23021613497985527,30,1,9,0,0.2035214859934058,30,8,0,0.2032260270207189,30,8,0,0.20301598799414933,30,8,60,96
1,0.24710103697725572,112,1,10,1,0.22117573299328797,112,9,1,0.22049907300970517,112,9,1,0.2207668010087218,112,9,112,97
1,0.23095645097782835,14,1,9,1,0.20401787300943397,14,8,1,0.2033619349822402,14,8,1,0.2015317619952839,14,8,14,98
0,0.24840010001207702,370,1,10,0,0.2225475040031597,370,9,0,0.22183048399165273,370,9,0,0.2215457310085185,370,9,490,99
0,0.2806003399891779,13.5,1,11,0,0.2530602969927713,13.5,10,0,0.2539318019989878,13.5,10,0,0.25341100999503396,13.5,10,13,100
0,0.22251050095655955,14,1,9,0,0.19616413698531687,14,8,0,0.19634947998565622,14,8,0,0.19771243198192678,14,8,4,101
0,0.685708873992553,170,1,27,0,0.6542114870098885,170,26,0,0.6589276279846672,170,26,0,0.6577864949940704,170,26,160,102
1,0.22496522098663263,18,1,9,1,0.19738791100098751,18,8,1,0.19825732402387075,18,8,1,0.19836820298223756,18,8,18,103
1,4.749265569000272,38,0,187,0,3.2434341199987102,2,128,1,4.672908968990669,38,185,0,1.6106466180062853,60,64,38,104
0,0.24959891400067136,317,1,10,0,0.22158872900763527,317,9,0,0.22114007599884644,317,9,0,0.22097320298780687,317,9,251,105
1,0.20829324101214297,4,1,8,1,0.1790286460018251,4,7,1,0.1786872869997751,4,7,1,0.1779753649898339,4,7,4,106
0,0.20049483596812934,8,1,8,0,0.17380301401135512,8,7,0,0.17405703899567015,8,7,0,0.17417990797548555,8,7,20,107
0,0.23515723101445474,13,1,9,0,0.20630208900547586,13,8,0,0.20598624800913967,13,8,0,0.20574954900075682,13,8,33,108
1,3.440259060036624,120,1,140,1,3.1331529500021134,120,128,1,3.4301606620138045,120,140,0,1.5629600879910868,1,64,120,109
0,0.2059727410087362,6,1,8,0,0.17805338199832477,6,7,0,0.17787739398772828,6,7,0,0.17929479997837916,6,7,12,110
1,0.22524806900764816,78,1,9,1,0.19842063100077212,78,8,1,0.19766258698655292,78,8,1,0.19754300598287955,78,8,78,111
1,0.23077476499020122,14,1,9,1,0.20345711201662198,14,8,1,0.20349041200825013,14,8,1,0.2040726979903411,14,8,14,112
0,0.2467839859891683,400,1,10,0,0.22117780899861827,400,9,0,0.22108243399998173,400,9,0,0.22063690700451843,400,9,4000,113
0,0.2849129909882322,4.60,1,11,0,0.2546733939961996,4.60,10,0,0.25466185601544566,4.60,10,0,0.25447434099623933,4.60,10,4,114
1,0.22416221498860978,50,1,9,1,0.1972310899873264,50,8,1,0.19812040301621892,50,8,1,0.19752256298670545,50,8,50,115
1,0.23181551697780378,40,1,9,1,0.2036323270003777,40,8,1,0.2033118199906312,40,8,1,0.20360511599574238,40,8,40,116
0,0.22375456700683571,20,1,9,0,0.19640229499782436,20,8,0,0.1971567930013407,20,8,0,0.1964892269752454,20,8,8,117
0,0.2559164119884372,960,1,10,0,0.2289403690083418,960,9,0,0.22856851198594086,960,9,0,0.22940526498132385,960,9,720,118
0,0.2238813570002094,240,1,9,0,0.1970503339834977,240,8,0,0.19723243100452237,240,8,0,0.19770740400417708,240,8,34,119
1,1.31175459100632,1490,1,52,1,1.2815139000013005,1490,51,1,1.278986198012717,1490,51,1,1.2880672119790688,1490,51,1490,120
1,5.10166233900236,2,0,207,0,3.1318875500001013,8,128,1,5.058409944002051,2,207,0,1.5706808540271595,16,64,2,121
0,0.28131267297430895,1680,1,11,0,0.25382785499095917,1680,10,0,0.2547563270200044,1680,10,0,0.2551556740072556,1680,10,2640,122
0,0.22301568000693806,38,1,9,0,0.19747596999513917,38,8,0,0.1973042390018236,38,8,0,0.19691784100723453,38,8,34,123
0,0.23077485797693953,12,1,9,0,0.2028891609807033,12,8,0,0.20247571199433878,12,8,0,0.20256460798555054,12,8,11,124
0,0.247798018011963,12.5,1,10,0,0.22088787000393495,12.5,9,0,0.22077089198864996,12.5,9,0,0.22129001098801382,12.5,9,8,125
0,0.2310833839874249,28,1,9,0,0.2037773490010295,28,8,0,0.20406294299755245,28,8,0,0.20343800299451686,28,8,30,126
0,0.22458739997819066,89,1,9,0,0.19800496401148848,89,8,0,0.1971939810027834,89,8,0,0.1971493329911027,89,8,104,127
1,0.25528248597402126,288,1,10,1,0.22912292499677278,288,9,1,0.2279084280016832,288,9,1,0.22775190000538714,288,9,288,128
0,0.24800866798614152,150,1,10,0,0.2211747959954664,150,9,0,0.22039355701417662,150,9,0,0.22043241598294117,150,9,120,129
1,0.25562076800270006,140,1,10,1,0.22875929001020268,140,9,1,0.22885225099162199,140,9,1,0.2291404489951674,140,9,140,130
1,0.22413715400034562,10,1,9,1,0.19701053100288846,10,8,1,0.1972448870074004,10,8,1,0.19683704600902274,10,8,10,131
1,3.813218870025594,298,0,150,0,3.220446678024018,6,128,1,3.789391983009409,298,150,0,1.608053773001302,12,64,298,132
0,0.24753973202314228,132,1,10,0,0.22077694899053313,132,9,0,0.22039408699492924,132,9,0,0.22070781400543638,132,9,110,133
0,0.23212397503084503,12,1,9,0,0.20406427400303073,12,8,0,0.20318879099795595,12,8,0,0.20408870102255605,12,8,11,134
1,0.224129620968597,10,1,9,1,0.19725418000598438,10,8,1,0.19785578601295128,10,8,1,0.19747292398824356,10,8,10,135
1,2.7344449819647707,1,1,107,1,2.7024849060107954,1,106,1,2.682016258011572,1,106,0,1.6227995149965864,11,64,1,136
1,0.2231470819679089,10,1,9,1,0.19616377400234342,10,8,1,0.19649041001684964,10,8,1,0.1959488569991663,10,8,10,137
1,0.2572416019975208,375,1,10,1,0.23009428798104636,375,9,1,0.22938103298656642,375,9,1,0.22857390498393215,375,9,375,138
0,0.2734442139917519,1200,1,11,0,0.24638396201771684,1200,10,0,0.246752021019347,1200,10,0,0.24566383700584993,1200,10,2400,139
0,0.23190151498420164,36,1,9,0,0.20322379900608212,36,8,0,0.20301881598425098,36,8,0,0.20352596798329614,36,8,42,140
0,0.2234266169834882,14,1,9,0,0.196923818992218,14,8,0,0.1964521009940654,14,8,0,0.19645709000178613,14,8,24,141
1,0.2328012629877776,25,1,9,1,0.20406712498515844,25,8,1,0.20423701399704441,25,8,1,0.20434457800001837,25,8,25,142
0,0.2980803560349159,33660,1,12,0,0.2721015799907036,33660,11,0,0.2702135779836681,33660,11,0,0.26906835701083764,33660,11,"65,960",143
0,1.336378076026449,650,1,53,0,1.3376447480113711,650,53,0,1.3392345670145005,650,53,0,1.3360142559977248,650,53,276,144
1,4.894987845007563,374,0,198,0,3.139607597986469,22,128,1,4.869478273001732,374,198,0,1.5757483979978133,1,64,374,145
1,0.23168699702364393,24,1,9,1,0.20445999200455844,24,8,1,0.2050791250076145,24,8,1,0.20394905499415472,24,8,24,146
0,0.3308145770279225,105000,1,13,0,0.29976639000233263,105000,12,0,0.29998341100872494,105000,12,0,0.3003376899869181,105000,12,131250,147
0,0.25538112298818305,110,1,10,0,0.2279555390123278,110,9,0,0.2282122200122103,110,9,0,0.22850012898561545,110,9,60,148
1,0.27764663798734546,9.00,1,11,1,0.24853827999322675,9.00,10,1,0.24949464600649662,9.00,10,1,0.2484762769890949,9.00,10,9,149
0,0.2810904470097739,1010,1,11,0,0.2532464830146637,1010,10,0,0.25473964400589466,1010,10,0,0.25342843899852596,1010,10,310,150
0,0.22403089696308598,10,1,9,0,0.1993384759989567,10,8,0,0.1970542919880245,10,8,0,0.19921055200393312,10,8,4,151
1,2.4788014130317606,2,1,98,1,2.449113201990258,2,97,1,2.4475095370144118,2,97,0,1.6162780960148666,"10,000,",64,2,152
0,0.248525769013213,314,1,10,0,0.2206260709790513,314,9,0,0.22111375202075578,314,9,0,0.22104097198462114,314,9,296,153
0,0.23164563099271618,24,1,9,0,0.2035935129970312,24,8,0,0.20341493099112995,24,8,0,0.20379227498779073,24,8,2,154
1,0.19983723398763686,4,1,8,1,0.17323179400409572,4,7,1,0.17263538698898628,4,7,1,0.17286213199258782,4,7,4,155
0,0.2558633250009734,80.8,1,10,0,0.22737871299614199,80.8,9,0,0.22714335500495508,80.8,9,0,0.22689271401031874,80.8,9,80,156
1,5.7554788020206615,20,0,232,0,3.1268528620130382,2,128,1,5.705591887992341,20,231,0,1.5639804159873165,1,64,20,157
0,0.20647081700735725,6,1,8,0,0.17856133400346152,6,7,0,0.17918731598183513,6,7,0,0.17890233400976285,6,7,5,158
1,0.30246844500652514,2,1,12,1,0.2750426380080171,2,11,1,0.2733309139730409,2,11,1,0.2739794619847089,2,11,2,159
0,0.853810465981951,50,1,34,0,0.8518969329888932,50,34,0,0.8528125119919423,50,34,0,0.85104367902386,50,34,1375,160
1,0.22552464102045633,16,1,9,1,0.1989870450051967,16,8,1,0.1984759279876016,16,8,1,0.19956532499054447,16,8,16,161
0,0.25733625900465995,620,1,10,0,0.22874530998524278,620,9,0,0.2291971570230089,620,9,0,0.2295091820124071,620,9,62,162
1,0.22327108698664233,32,1,9,1,0.19740300899138674,32,8,1,0.19666157101164572,32,8,1,0.19705104400054552,32,8,32,163
0,0.2795424350188114,2.50,1,11,0,0.25221080699702725,2.50,10,0,0.25336157597485,2.50,10,0,0.25249735300894827,2.50,10,1,164
0,0.9402715930191334,3,1,38,0,0.9360476669971831,3,38,0,0.936422594008036,3,38,0,0.9357091970159672,3,38,157,165
1,3.324278006039094,31,0,131,0,3.2387085399823263,3,128,1,3.3179481610131916,31,131,0,1.6162153590121306,27,64,31,166
1,0.27205927699105814,1430,1,11,1,0.24530386002152227,1430,10,1,0.2457875550026074,1430,10,1,0.24504538701148704,1430,10,1430,167
1,0.2299300649901852,60,1,9,1,0.20232061701244675,60,8,1,0.20171880099223927,60,8,1,0.2030547820031643,60,8,60,168
1,0.2257228790258523,12,1,9,1,0.19901248000678606,12,8,1,0.19930837998981588,12,8,1,0.19877606999943964,12,8,12,169
1,6.275357004953548,3,0,244,0,3.243828887993004,4,128,1,6.238548293011263,3,244,0,1.6116180139943026,4,64,3,170
1,3.168662920012139,16,1,129,1,3.129824989999179,16,128,1,3.1600239019899163,16,129,0,1.562257415993372,43,64,16,171
1,3.2048495750059374,64,1,126,1,3.152992190007353,64,125,1,3.1578588880074676,64,125,0,1.6076994659961201,16,64,64,172
0,0.2512633470178116,378,1,10,0,0.22373359301127493,378,9,0,0.22424506000243127,378,9,0,0.22413468299782835,378,9,294,173
0,0.2345110169844702,11,1,9,0,0.20549230100004934,11,8,0,0.20595786900958046,11,8,0,0.20552507098182105,11,8,17,174
1,0.2028302109974902,6,1,8,1,0.17325826099840924,6,7,1,0.17304612798034213,6,7,1,0.17301577198668383,6,7,6,175
0,0.30415283000911586,31.25,1,12,0,0.2787507169996388,31.25,11,0,0.2779595729953144,31.25,11,0,0.27682459898642264,31.25,11,35,176
0,0.2060086170095019,4,1,8,0,0.17738392698811367,4,7,0,0.17697357397992164,4,7,0,0.17715073298313655,4,7,7,177
0,6.50098176204483,"4,125",0,256,0,3.23898267900222,"7,875",128,0,6.470878157997504,"4,125",256,0,1.6216344350250438,"4,500",64,6000,178
1,1.8401274859788828,80,1,75,1,1.810308965999866,80,74,1,1.8083546069974545,80,74,0,1.5594973110128194,8,64,80,179
0,0.20428848601295613,2,1,8,0,0.1783784719882533,2,7,0,0.17720512600499205,2,7,0,0.17718102000071667,2,7,4,180
1,0.22590679497807287,28,1,9,1,0.19833227200433612,28,8,1,0.19779037800617516,28,8,1,0.19900055998004973,28,8,28,181
0,0.2405895919946488,51,1,9,0,0.2085511570039671,51,8,0,0.20759130601072684,51,8,0,0.20919327202136628,51,8,29,182
0,0.30281105200992897,10.00,1,12,0,0.273574313003337,10.00,11,0,0.27422948999446817,10.00,11,0,0.27671709400601685,10.00,11,9,183
1,0.25479532999452204,110,1,10,1,0.22724123499938287,110,9,1,0.22775771998567507,110,9,1,0.2267270630109124,110,9,110,184
1,0.2741389610164333,1800,1,11,1,0.24762771499808878,1800,10,1,0.2489587890158873,1800,10,1,0.24716174800414592,1800,10,1800,185
1,2.785373977967538,20,1,110,1,2.751409599004546,20,109,1,2.7739003140013665,20,109,0,1.6084342249960173,120,64,20,186
0,6.399935825000284,4,0,256,0,3.1458727949939203,30,128,0,6.398481337993871,4,256,0,1.5723132390121464,1.4,64,95200,187
0,0.23347599498811178,39,1,9,0,0.2035755520046223,39,8,0,0.20680245701805688,39,8,0,0.20381284202449024,39,8,45,188
0,0.2760069589712657,8.33,1,11,0,0.2480228650092613,8.33,10,0,0.24862972801201977,8.33,10,0,0.24812703399220482,8.33,10,15,189
0,1.0631795520021114,68,1,42,0,1.0604909429966938,68,42,0,1.0595098880003206,68,42,0,1.0609762660169508,68,42,694,190
0,0.22874433599645272,24,1,9,0,0.20158948600874282,24,8,0,0.20139644300797954,24,8,0,0.20127985600265674,24,8,48,191
1,0.23498756100889295,22,1,9,1,0.20478441900922917,22,8,1,0.20417668402660638,22,8,1,0.20604370298678987,22,8,22,192
0,0.25216180697316304,2.50,1,10,0,0.22706571500748396,2.50,9,0,0.22704591500223614,2.50,9,0,0.2278870539739728,2.50,9,5,193
0,0.2064305279927794,4,1,8,0,0.17830896101077087,4,7,0,0.180920592014445,4,7,0,0.1788476100191474,4,7,6,194
1,0.22634694798034616,13,1,9,1,0.1992056210001465,13,8,1,0.19724102201871574,13,8,1,0.19727729799342342,13,8,13,195
1,2.599276871973416,32,1,103,1,2.5664982679882087,32,102,1,2.56307097102399,32,102,0,1.6046757329895627,40,64,32,196
1,0.2217926049779635,90,1,9,1,0.19581502198707312,90,8,1,0.19526662700809538,90,8,1,0.19532917300239205,90,8,90,197
0,0.26044657701277174,300,1,10,0,0.23122700999374501,300,9,0,0.23144624297856353,300,9,0,0.23058584501268342,300,9,360,198
0,0.24920498198480345,120,1,10,0,0.22374141600448638,120,9,0,0.2214837119972799,120,9,0,0.22151763300644234,120,9,3,199
0,0.2329446849762462,65,1,9,0,0.20398163999198005,65,8,0,0.20228159401449375,65,8,0,0.2047918719763402,65,8,147,200
0,0.24619401100790128,57.5,1,10,0,0.21955472099944018,57.5,9,0,0.22056408500066027,57.5,9,0,0.21998945201630704,57.5,9,70,201
0,0.23042356697260402,-12,1,9,0,0.20301150900195353,-12,8,0,0.20277776301372796,-12,8,0,0.20211452498915605,-12,8,21,202
1,0.22414684100658633,27,1,9,1,0.19735730698448606,27,8,1,0.1995614299958106,27,8,1,0.19787508502486162,27,8,27,203
1,0.20818661100929603,8,1,8,1,0.18061262799892575,8,7,1,0.17945982498349622,8,7,1,0.17781600600574166,8,7,8,204
