test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,20,first2,on|the,4096,1024,1,1904.0,0.44218750000000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,21,first2,in|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,22,first2,this|svg,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,23,first2,consumer|research,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,24,first2,alice|bob,4096,2048,1,2054.0,0.39824218750000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,25,first2,on|the,4096,1024,1,1016.0,0.70234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,26,first2,the|following,2048,2048,1,1347.0,0.6053710937500001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,27,first2,this|svg,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,28,first2,which|of,2048,1024,1,914.0,0.7322265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,29,first2,which|of,2048,1024,1,724.0,0.787890625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,30,first2,i|have,4096,4096,1,2618.0,0.23300781250000002
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,31,first2,if|you,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,32,first2,not|true,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,33,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,34,first2,alice|bob,4096,2048,1,1972.0,0.422265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,35,first2,on|the,4096,1024,1,709.0,0.79228515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,36,first2,which|of,2048,1024,1,820.0,0.759765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,37,first2,if|you,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,38,first2,today|is,2048,4096,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110108.csv,39,first2,in|the,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,0,first2,question|fletcher,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,1,first2,today|is,4096,2048,1,1454.0,0.5740234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,2,first2,here|comes,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,3,first2,alice|bob,4096,2048,1,973.0,0.71494140625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,4,first2,which|of,2048,1024,1,661.0,0.80634765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,5,first2,is|fred,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,6,first2,question|alexis,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,7,first2,today|betty,2048,1024,1,1887.0,0.44716796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,8,first2,alice|bob,4096,1024,1,1471.0,0.56904296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,9,first2,which|of,2048,1024,1,906.0,0.7345703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,10,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,11,first2,today|sean,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,12,first2,7|2,2048,2048,1,1136.0,0.6671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,13,first2,complete|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,14,first2,if|you,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,15,first2,here|is,2048,1024,1,1333.0,0.60947265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,16,first2,the|following,2048,2048,1,823.0,0.75888671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,17,first2,in|the,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,18,first2,today|mark,2048,1024,1,951.0,0.72138671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,19,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,20,first2,question|fidel,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,21,first2,which|statement,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,22,first2,the|following,2048,2048,1,1945.0,0.43017578125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,23,first2,i|have,4096,2048,1,782.0,0.7708984375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,24,first2,which|sentence,4096,2048,1,1430.0,0.5810546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,25,first2,which|statement,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,26,first2,jane|was,4096,2048,1,1964.0,0.42460937500000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,27,first2,on|the,4096,2048,1,1184.0,0.653125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,28,first2,on|the,4096,2048,1,826.0,0.7580078125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,29,first2,i|have,4096,2048,1,727.0,0.78701171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,30,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,31,first2,i|have,4096,2048,1,772.0,0.773828125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,32,first2,5|9,2048,2048,1,1749.0,0.48759765625000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,33,first2,the|following,2048,1024,1,1599.0,0.53154296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,34,first2,here|is,2048,1024,1,905.0,0.73486328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,35,first2,which|sentence,4096,2048,1,1559.0,0.54326171875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,36,first2,question|amberly,2048,1024,0,1428.0,-0.418359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,37,first2,may|6,4096,2048,1,1823.0,0.46591796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,38,first2,the|following,2048,1024,1,1193.0,0.65048828125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_110700.csv,39,first2,in|the,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,0,first2,if|you,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,1,first2,today|is,4096,4096,1,1001.0,0.70673828125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,2,first2,alice|bob,4096,1024,1,1478.0,0.5669921875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,3,first2,this|svg,1024,4096,1,732.0,0.785546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,4,first2,alice|bob,4096,2048,1,2434.0,0.28691406250000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,5,first2,which|statement,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,6,first2,1|3,4096,4096,1,2015.0,0.40966796875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,7,first2,the|following,2048,1024,1,932.0,0.7269531250000001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,8,first2,the|following,2048,4096,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,9,first2,alice|bob,4096,1024,1,1012.0,0.7035156250000001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,10,first2,the|following,2048,4096,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,11,first2,alice|bob,4096,2048,1,2695.0,0.21044921875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,12,first2,on|may,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,13,first2,find|a,2048,2048,1,1125.0,0.67041015625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,14,first2,in|the,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,15,first2,how|would,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,16,first2,this|svg,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,17,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,18,first2,consumer|research,1024,1024,0,1023.0,-0.29970703125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,19,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,20,first2,here|is,2048,1024,1,1093.0,0.67978515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,21,first2,alice|bob,4096,4096,1,2626.0,0.23066406250000004
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,22,first2,i|have,4096,2048,1,1245.0,0.63525390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,23,first2,how|would,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,24,first2,this|svg,1024,4096,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,25,first2,sort|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,26,first2,sort|the,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,27,first2,here|comes,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,28,first2,the|following,2048,1024,1,959.0,0.71904296875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,29,first2,which|sentence,4096,2048,1,1416.0,0.58515625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,30,first2,yesterday|was,2048,4096,1,1655.0,0.51513671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,31,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,32,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,33,first2,alice|bob,4096,1024,1,1235.0,0.63818359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,34,first2,question|ryan,2048,1024,0,2034.0,-0.5958984374999999
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,35,first2,tomorrow|is,2048,1024,1,1567.0,0.5409179687500001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,36,first2,8|0,2048,2048,1,1694.0,0.5037109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,37,first2,which|sentence,4096,1024,1,1391.0,0.59248046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,38,first2,how|would,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111301.csv,39,first2,8|1,2048,4096,1,1949.0,0.42900390625000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,0,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,1,first2,today|susan,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,2,first2,is|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,3,first2,sort|the,1024,1024,1,877.0,0.7430664062500001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,4,first2,find|a,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,5,first2,the|following,2048,4096,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,6,first2,on|the,4096,1024,1,713.0,0.79111328125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,7,first2,which|statement,2048,2048,1,820.0,0.759765625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,8,first2,the|following,2048,4096,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,9,first2,which|statement,2048,1024,1,1448.0,0.57578125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,10,first2,sort|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,11,first2,on|the,4096,1024,1,1116.0,0.673046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,12,first2,is|fred,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,13,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,14,first2,here|comes,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,15,first2,alice|bob,4096,2048,1,1271.0,0.62763671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,16,first2,in|the,2048,4096,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,17,first2,find|a,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,18,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,19,first2,alice|bob,4096,1024,1,1616.0,0.5265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,20,first2,how|would,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,21,first2,in|the,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,22,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,23,first2,here|comes,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,24,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,25,first2,complete|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,26,first2,today|sean,2048,1024,1,1839.0,0.46123046875000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,27,first2,the|following,2048,2048,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,28,first2,sort|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,29,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,30,first2,this|svg,1024,1024,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,31,first2,question|conception,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,32,first2,complete|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,33,first2,consumer|research,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,34,first2,complete|the,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,35,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,36,first2,4|2,2048,2048,1,1110.0,0.6748046875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,37,first2,the|following,2048,1024,1,1694.0,0.5037109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,38,first2,alice|bob,4096,2048,1,1779.0,0.47880859375000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_111920.csv,39,first2,the|following,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,0,first3,i|have|a,4096,4096,1,496.0,0.8546875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,1,first3,1|9|9,2048,2048,1,1313.0,0.61533203125
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,2,first3,this|svg|path,1024,4096,1,1024.0,0.7
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,3,first3,if|you|follow,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,4,first3,jane|is|celebrating,2048,2048,1,955.0,0.72021484375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,5,first3,question|jamey|lies,2048,1024,0,2048.0,-0.6
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,6,first3,which|sentence|has,4096,2048,1,1950.0,0.4287109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,7,first3,complete|the|rest,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,8,first3,the|following|paragraphs,4096,1024,1,2172.0,0.363671875
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,9,first3,complete|the|rest,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,10,first3,on|the|table,4096,4096,1,1579.0,0.53740234375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,11,first3,alice|bob|claire,4096,4096,1,4088.0,-0.19765624999999987
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,12,first3,in|the|following,2048,1024,1,2048.0,0.4
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,13,first3,on|the|table,4096,2048,1,450.0,0.8681640625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,14,first3,on|the|nightstand,4096,4096,1,2094.0,0.38652343750000007
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,15,first3,how|would|a,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,16,first3,alice|bob|and,2048,1024,1,771.0,0.77412109375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,17,first3,the|following|translations,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,18,first3,how|would|a,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,19,first3,this|svg|path,1024,2048,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,20,first3,this|svg|path,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,21,first3,today|sarah|went,2048,2048,1,1327.0,0.6112304687500001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,22,first3,i|have|two,2048,2048,1,802.0,0.7650390625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,23,first3,the|following|paragraphs,4096,4096,1,3950.0,-0.1572265625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,24,first3,here|comes|a,1024,1024,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,25,first3,the|following|paragraphs,4096,1024,1,1378.0,0.5962890625
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,26,first3,the|following|translations,1024,4096,0,1024.0,-0.3
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,27,first3,4|8|2,2048,1024,1,1322.0,0.6126953125000001
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,28,first3,alice|bob|and,2048,4096,1,1363.0,0.60068359375
/workspace/nips-adathink/results/per_sample_bbh_Qwen3.5_27B_20260320_112512.csv,29,first3,if|you|follow,1024,4096,0,1024.0,-0.3
